Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2026-01-08 19:53:39,2026-01-09 3:46:46,OpenAI,-8,0,EUR,COMPLETED,2081.67
Transfer,Current,2026-01-09 10:23:17,2026-01-09 10:23:17,To Instant Access Savings,-20,0,EUR,COMPLETED,2061.67
Transfer,Current,2026-01-09 17:23:55,2026-01-09 17:24:01,To Robo portfolio,-2.25,0,EUR,COMPLETED,2059.42
Transfer,Current,2026-01-10 10:25:10,2026-01-10 10:25:11,To Robo portfolio,-20,0,EUR,COMPLETED,2039.42
Card Payment,Current,2026-01-09 17:23:54,2026-01-10 11:25:02,Pam Panorama,-3.55,0,EUR,COMPLETED,2035.87
Transfer,Current,2026-01-10 20:00:41,2026-01-10 20:00:46,To Robo portfolio,-5,0,EUR,COMPLETED,2030.87
Transfer,Current,2026-01-10 21:41:08,2026-01-10 21:41:13,To Robo portfolio,-1.5,0,EUR,COMPLETED,2029.37
Card Payment,Current,2026-01-10 20:00:40,2026-01-11 10:44:20,Maior Service,-5,0,EUR,COMPLETED,2024.37
Transfer,Current,2026-01-11 15:20:14,2026-01-11 15:20:19,To Robo portfolio,-2.55,0,EUR,COMPLETED,2021.82
Transfer,Current,2026-01-11 15:27:17,2026-01-11 15:27:22,To Robo portfolio,-1.5,0,EUR,COMPLETED,2020.32
Card Payment,Current,2026-01-10 21:41:07,2026-01-12 3:53:03,Sushisound S.n.c. Di H,-32.7,0,EUR,COMPLETED,1987.62
Card Payment,Current,2026-01-11 15:20:13,2026-01-12 10:27:32,Pam Panorama,-56.49,0,EUR,COMPLETED,1931.13
Card Payment,Current,2026-01-11 15:27:16,2026-01-12 15:25:52,Bar Tabacchi 21,-7.7,0,EUR,COMPLETED,1923.43
Card Payment,Current,2026-01-13 11:03:46,,Amazon,-249.99,0,EUR,REVERTED,
Transfer,Current,2026-01-13 11:03:46,2026-01-13 11:03:51,To Robo portfolio,-0.05,0,EUR,COMPLETED,1923.38
Transfer,Current,2026-01-13 11:04:58,2026-01-13 11:05:03,To Robo portfolio,-0.05,0,EUR,COMPLETED,1923.33
Card Payment,Current,2026-01-13 11:04:57,2026-01-14 3:39:36,Amazon,-249.99,0,EUR,COMPLETED,1673.34
Transfer,Current,2026-01-14 19:35:11,2026-01-14 19:35:11,To investment account,-172.53,0,EUR,COMPLETED,1500.81
Transfer,Current,2026-01-16 10:21:49,2026-01-16 10:21:49,To Instant Access Savings,-20,0,EUR,COMPLETED,1480.81
Transfer,Current,2026-01-16 19:32:11,2026-01-16 19:32:16,To Robo portfolio,-4.2,0,EUR,COMPLETED,1476.61
Card Payment,Current,2026-01-16 19:32:10,2026-01-17 3:55:21,Glovo,-27.16,0,EUR,COMPLETED,1449.45
Transfer,Current,2026-01-17 10:17:46,2026-01-17 10:17:46,To Robo portfolio,-20,0,EUR,COMPLETED,1429.45
Card Payment,Current,2026-01-17 15:17:46,,Pam Panorama,-39.48,0,EUR,PENDING,
Transfer,Current,2026-01-17 15:17:47,2026-01-17 15:17:53,To Robo portfolio,-2.6,0,EUR,COMPLETED,1426.85
Transfer,Savings,2025-06-30 14:17:01,2025-06-30 14:17:01,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1639.22
Transfer,Savings,2025-06-30 20:03:49,2025-06-30 20:03:49,To pocket EUR Salvadanaio from EUR,0.9,0,EUR,COMPLETED,1640.12
Transfer,Savings,2025-07-01 15:37:29,2025-07-01 15:37:29,To pocket EUR Salvadanaio from EUR,0.24,0,EUR,COMPLETED,1640.36
Transfer,Savings,2025-07-02 18:53:48,2025-07-02 18:53:48,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1643.36
Transfer,Savings,2025-07-02 21:00:56,2025-07-02 21:00:56,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1646.36
Transfer,Savings,2025-07-02 22:09:50,2025-07-02 22:09:50,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1646.39
Transfer,Savings,2025-07-02 22:40:23,2025-07-02 22:40:23,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1649.39
Transfer,Savings,2025-07-03 17:03:16,2025-07-03 17:03:16,To pocket EUR Salvadanaio from EUR,2.13,0,EUR,COMPLETED,1651.52
Transfer,Savings,2025-07-03 18:05:43,2025-07-03 18:05:43,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1654.52
Transfer,Savings,2025-07-03 18:06:25,2025-07-03 18:06:25,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1657.52
Transfer,Savings,2025-07-03 21:05:02,2025-07-03 21:05:02,To pocket EUR Salvadanaio from EUR,1.2,0,EUR,COMPLETED,1658.72
Transfer,Savings,2025-07-04 13:53:47,2025-07-04 13:53:47,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1661.72
Transfer,Savings,2025-07-04 14:31:29,2025-07-04 14:31:29,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1661.75
Transfer,Savings,2025-07-04 19:01:29,2025-07-04 19:01:29,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1663.25
Transfer,Savings,2025-07-04 19:03:27,2025-07-04 19:03:27,To pocket EUR Salvadanaio from EUR,2.4,0,EUR,COMPLETED,1665.65
Transfer,Savings,2025-07-04 19:46:52,2025-07-04 19:46:52,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1668.65
Transfer,Savings,2025-07-04 22:09:34,2025-07-04 22:09:34,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1671.65
Transfer,Savings,2025-07-05 9:14:16,2025-07-05 9:14:16,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1674.65
Transfer,Savings,2025-07-05 12:11:39,2025-07-05 12:11:39,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1677.65
Transfer,Savings,2025-07-05 16:04:27,2025-07-05 16:04:27,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1680.65
Transfer,Savings,2025-07-06 10:44:03,2025-07-06 10:44:03,To pocket EUR Salvadanaio from EUR,20,0,EUR,COMPLETED,1700.65
Transfer,Savings,2025-07-06 17:19:48,2025-07-06 17:19:48,To pocket EUR Salvadanaio from EUR,2.13,0,EUR,COMPLETED,1702.78
Transfer,Savings,2025-07-06 20:19:18,2025-07-06 20:19:18,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1705.78
Transfer,Savings,2025-07-07 13:19:49,2025-07-07 13:19:49,To pocket EUR Salvadanaio from EUR,0.36,0,EUR,COMPLETED,1706.14
Transfer,Savings,2025-07-07 17:24:11,2025-07-07 17:24:11,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1709.14
Transfer,Savings,2025-07-08 16:04:33,2025-07-08 16:04:33,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1712.14
Transfer,Savings,2025-07-08 16:12:10,2025-07-08 16:12:10,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1712.44
Transfer,Savings,2025-07-09 5:49:25,2025-07-09 5:49:25,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1712.47
Transfer,Savings,2025-07-09 9:31:39,2025-07-09 9:31:39,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1713.97
Transfer,Savings,2025-07-09 9:36:07,2025-07-09 9:36:07,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1715.47
Transfer,Savings,2025-07-09 12:26:44,2025-07-09 12:26:44,To pocket EUR Salvadanaio from EUR,0.9,0,EUR,COMPLETED,1716.37
Transfer,Savings,2025-07-09 18:04:16,2025-07-09 18:04:16,To pocket EUR Salvadanaio from EUR,1.98,0,EUR,COMPLETED,1718.35
Transfer,Savings,2025-07-09 19:25:21,2025-07-09 19:25:21,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1721.35
Transfer,Savings,2025-07-10 7:31:23,2025-07-10 7:31:23,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1724.35
Transfer,Savings,2025-07-10 12:26:52,2025-07-10 12:26:52,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1725.85
Transfer,Savings,2025-07-10 16:22:16,2025-07-10 16:22:16,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1727.35
Transfer,Savings,2025-07-10 19:56:09,2025-07-10 19:56:09,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1728.85
Transfer,Savings,2025-07-10 22:15:56,2025-07-10 22:15:56,To pocket EUR Salvadanaio from EUR,2.4,0,EUR,COMPLETED,1731.25
Transfer,Savings,2025-07-11 14:24:00,2025-07-11 14:24:00,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1734.25
Transfer,Savings,2025-07-11 14:38:01,2025-07-11 14:38:01,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1735.75
Transfer,Savings,2025-07-11 22:05:09,2025-07-11 22:05:09,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1735.78
Transfer,Savings,2025-07-11 23:37:50,2025-07-11 23:37:50,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1738.78
Transfer,Savings,2025-07-12 0:19:14,2025-07-12 0:19:14,To pocket EUR Salvadanaio from EUR,1.5,0,EUR,COMPLETED,1740.28
Transfer,Savings,2025-07-12 15:01:23,2025-07-12 15:01:23,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1743.28
Transfer,Savings,2025-07-13 10:44:15,2025-07-13 10:44:15,To pocket EUR Salvadanaio from EUR,20,0,EUR,COMPLETED,1763.28
Transfer,Savings,2025-07-13 16:33:48,2025-07-13 16:33:48,To pocket EUR Salvadanaio from EUR,0.33,0,EUR,COMPLETED,1763.61
Transfer,Savings,2025-07-13 16:39:58,2025-07-13 16:39:58,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1763.64
Transfer,Savings,2025-07-14 16:22:04,2025-07-14 16:22:04,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1766.64
Transfer,Savings,2025-07-15 21:07:45,2025-07-15 21:07:45,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1766.67
Transfer,Savings,2025-07-15 22:42:57,2025-07-15 22:42:57,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1766.7
Transfer,Savings,2025-07-18 7:04:00,2025-07-18 7:04:00,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1766.73
Transfer,Savings,2025-07-18 7:11:58,2025-07-18 7:11:58,To Instant Access Savings,-1766.73,0,EUR,COMPLETED,0
Transfer,Savings,2025-07-18 7:13:22,2025-07-18 7:13:22,Closing transaction,0,0,EUR,COMPLETED,0
Transfer,Deposit,2025-07-18 7:11:58,2025-07-18 7:11:58,To Instant Access Savings,1766.73,0,EUR,COMPLETED,1766.73
Transfer,Deposit,2025-07-18 7:12:24,2025-07-18 7:12:24,To Instant Access Savings,20,0,EUR,COMPLETED,1786.73
Transfer,Deposit,2025-07-18 11:31:34,2025-07-18 11:31:35,To Instant Access Savings,1.5,0,EUR,COMPLETED,1788.23
Interest,Deposit,2025-07-19 3:56:04,2025-07-19 3:56:04,Interest earned - Instant Access Savings,0.07,0.01,EUR,COMPLETED,1788.29
Transfer,Deposit,2025-07-19 16:02:13,2025-07-19 16:02:14,To Instant Access Savings,2.94,0,EUR,COMPLETED,1791.23
Transfer,Deposit,2025-07-19 19:05:32,2025-07-19 19:05:32,To Instant Access Savings,1.5,0,EUR,COMPLETED,1792.73
Transfer,Deposit,2025-07-19 21:56:06,2025-07-19 21:56:06,To Instant Access Savings,3,0,EUR,COMPLETED,1795.73
Transfer,Deposit,2025-07-19 23:34:19,2025-07-19 23:34:19,To Instant Access Savings,3,0,EUR,COMPLETED,1798.73
Transfer,Deposit,2025-07-19 23:51:01,2025-07-19 23:51:02,To Instant Access Savings,0.03,0,EUR,COMPLETED,1798.76
Interest,Deposit,2025-07-20 3:57:03,2025-07-20 3:57:03,Interest earned - Instant Access Savings,0.07,0.02,EUR,COMPLETED,1798.81
Transfer,Deposit,2025-07-20 14:33:10,2025-07-20 14:33:10,To Instant Access Savings,3,0,EUR,COMPLETED,1801.81
Transfer,Deposit,2025-07-20 15:58:56,2025-07-20 15:58:56,To Instant Access Savings,3,0,EUR,COMPLETED,1804.81
Transfer,Deposit,2025-07-21 3:52:32,2025-07-21 3:52:32,To Instant Access Savings,0.6,0,EUR,COMPLETED,1805.41
Interest,Deposit,2025-07-21 3:56:50,2025-07-21 3:56:50,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1805.47
Interest,Deposit,2025-07-22 3:59:12,2025-07-22 3:59:12,Interest earned - Instant Access Savings,0.07,0.02,EUR,COMPLETED,1805.52
Interest,Deposit,2025-07-23 3:48:21,2025-07-23 3:48:21,Interest earned - Instant Access Savings,0.07,0.02,EUR,COMPLETED,1805.57
Transfer,Deposit,2025-07-23 7:37:37,2025-07-23 7:37:37,To Instant Access Savings,2.1,0,EUR,COMPLETED,1807.67
Transfer,Deposit,2025-07-23 18:02:48,2025-07-23 18:02:48,To Instant Access Savings,2.1,0,EUR,COMPLETED,1809.77
Transfer,Deposit,2025-07-23 22:42:39,2025-07-23 22:42:39,To Instant Access Savings,3,0,EUR,COMPLETED,1812.77
Interest,Deposit,2025-07-24 3:57:19,2025-07-24 3:57:19,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1812.83
Transfer,Deposit,2025-07-24 19:13:14,2025-07-24 19:13:14,To Instant Access Savings,3,0,EUR,COMPLETED,1815.83
Transfer,Deposit,2025-07-24 20:55:07,2025-07-24 20:55:07,To Instant Access Savings,1.5,0,EUR,COMPLETED,1817.33
Interest,Deposit,2025-07-25 3:44:40,2025-07-25 3:44:40,Interest earned - Instant Access Savings,0.07,0.02,EUR,COMPLETED,1817.38
Transfer,Deposit,2025-07-25 10:33:36,2025-07-25 10:33:36,To Instant Access Savings,20,0,EUR,COMPLETED,1837.38
Transfer,Deposit,2025-07-25 14:56:32,2025-07-25 14:56:33,To Instant Access Savings,2.13,0,EUR,COMPLETED,1839.51
Transfer,Deposit,2025-07-25 17:51:51,2025-07-25 17:51:51,To Instant Access Savings,0.06,0,EUR,COMPLETED,1839.57
Transfer,Deposit,2025-07-25 17:59:10,2025-07-25 17:59:11,To Instant Access Savings,0.51,0,EUR,COMPLETED,1840.08
Transfer,Deposit,2025-07-25 22:27:40,2025-07-25 22:27:40,To Instant Access Savings,3,0,EUR,COMPLETED,1843.08
Transfer,Deposit,2025-07-25 23:00:41,2025-07-25 23:00:41,To Instant Access Savings,0.03,0,EUR,COMPLETED,1843.11
Transfer,Deposit,2025-07-26 0:28:08,2025-07-26 0:28:08,To Instant Access Savings,3,0,EUR,COMPLETED,1846.11
Interest,Deposit,2025-07-26 3:51:40,2025-07-26 3:51:40,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1846.17
Transfer,Deposit,2025-07-26 11:48:34,2025-07-26 11:48:34,To Instant Access Savings,1.74,0,EUR,COMPLETED,1847.91
Transfer,Deposit,2025-07-26 21:37:30,2025-07-26 21:37:31,To Instant Access Savings,3,0,EUR,COMPLETED,1850.91
Transfer,Deposit,2025-07-26 21:58:04,2025-07-26 21:58:04,To Instant Access Savings,3,0,EUR,COMPLETED,1853.91
Transfer,Deposit,2025-07-26 22:29:22,2025-07-26 22:29:22,To Instant Access Savings,3,0,EUR,COMPLETED,1856.91
Transfer,Deposit,2025-07-26 22:49:24,2025-07-26 22:49:24,To Instant Access Savings,3,0,EUR,COMPLETED,1859.91
Transfer,Deposit,2025-07-26 23:46:55,2025-07-26 23:46:55,To Instant Access Savings,3,0,EUR,COMPLETED,1862.91
Transfer,Deposit,2025-07-27 0:23:22,2025-07-27 0:23:23,To Instant Access Savings,3,0,EUR,COMPLETED,1865.91
Interest,Deposit,2025-07-27 4:02:14,2025-07-27 4:02:14,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1865.97
Transfer,Deposit,2025-07-27 15:05:28,2025-07-27 15:05:28,To Instant Access Savings,2.7,0,EUR,COMPLETED,1868.67
Transfer,Deposit,2025-07-27 15:43:06,2025-07-27 15:43:06,To Instant Access Savings,1.5,0,EUR,COMPLETED,1870.17
Transfer,Deposit,2025-07-27 16:48:04,2025-07-27 16:48:04,To Instant Access Savings,2.43,0,EUR,COMPLETED,1872.6
Transfer,Deposit,2025-07-27 17:28:28,2025-07-27 17:28:28,To Instant Access Savings,0.03,0,EUR,COMPLETED,1872.63
Transfer,Deposit,2025-07-27 17:50:26,2025-07-27 17:50:27,To Instant Access Savings,1.23,0,EUR,COMPLETED,1873.86
Transfer,Deposit,2025-07-27 18:18:46,2025-07-27 18:18:46,To Instant Access Savings,3,0,EUR,COMPLETED,1876.86
Transfer,Deposit,2025-07-27 19:39:21,2025-07-27 19:39:21,To Instant Access Savings,2.88,0,EUR,COMPLETED,1879.74
Interest,Deposit,2025-07-28 3:59:14,2025-07-28 3:59:14,Interest earned - Instant Access Savings,0.07,0.02,EUR,COMPLETED,1879.79
Interest,Deposit,2025-07-29 3:47:20,2025-07-29 3:47:20,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1879.85
Transfer,Deposit,2025-07-29 17:08:57,2025-07-29 17:08:57,To Instant Access Savings,1.8,0,EUR,COMPLETED,1881.65
Transfer,Deposit,2025-07-29 21:58:43,2025-07-29 21:58:43,To Instant Access Savings,0.03,0,EUR,COMPLETED,1881.68
Interest,Deposit,2025-07-30 3:57:38,2025-07-30 3:57:38,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1881.74
Transfer,Deposit,2025-07-30 22:33:13,2025-07-30 22:33:14,To Instant Access Savings,3,0,EUR,COMPLETED,1884.74
Transfer,Deposit,2025-07-30 22:57:15,2025-07-30 22:57:15,To Instant Access Savings,3,0,EUR,COMPLETED,1887.74
Transfer,Deposit,2025-07-31 0:08:28,2025-07-31 0:08:29,To Instant Access Savings,0.03,0,EUR,COMPLETED,1887.77
Interest,Deposit,2025-07-31 3:55:36,2025-07-31 3:55:36,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1887.83
Interest,Deposit,2025-08-01 3:30:57,2025-08-01 3:30:57,Interest earned - Instant Access Savings,0.07,0.02,EUR,COMPLETED,1887.88
Transfer,Deposit,2025-08-01 11:17:01,2025-08-01 11:17:01,To Instant Access Savings,20,0,EUR,COMPLETED,1907.88
Transfer,Deposit,2025-08-01 13:41:31,2025-08-01 13:41:31,To Instant Access Savings,2.13,0,EUR,COMPLETED,1910.01
Transfer,Deposit,2025-08-01 16:17:01,2025-08-01 16:17:02,To Instant Access Savings,0.3,0,EUR,COMPLETED,1910.31
Transfer,Deposit,2025-08-01 20:17:52,2025-08-01 20:17:52,To Instant Access Savings,0.45,0,EUR,COMPLETED,1910.76
Transfer,Deposit,2025-08-01 20:53:18,2025-08-01 20:53:18,To Instant Access Savings,1.95,0,EUR,COMPLETED,1912.71
Transfer,Deposit,2025-08-01 22:43:14,2025-08-01 22:43:14,To Instant Access Savings,2.1,0,EUR,COMPLETED,1914.81
Transfer,Deposit,2025-08-01 22:55:28,2025-08-01 22:55:28,To Instant Access Savings,0.06,0,EUR,COMPLETED,1914.87
Transfer,Deposit,2025-08-02 0:14:00,2025-08-02 0:14:00,To Instant Access Savings,0.03,0,EUR,COMPLETED,1914.9
Transfer,Deposit,2025-08-02 2:01:02,2025-08-02 2:01:02,To Instant Access Savings,3,0,EUR,COMPLETED,1917.9
Interest,Deposit,2025-08-02 3:51:21,2025-08-02 3:51:21,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1917.96
Transfer,Deposit,2025-08-02 12:00:49,2025-08-02 12:00:49,To Instant Access Savings,0.9,0,EUR,COMPLETED,1918.86
Transfer,Deposit,2025-08-02 15:47:24,2025-08-02 15:47:24,To Instant Access Savings,3,0,EUR,COMPLETED,1921.86
Transfer,Deposit,2025-08-02 16:53:33,2025-08-02 16:53:33,To Instant Access Savings,1.2,0,EUR,COMPLETED,1923.06
Transfer,Deposit,2025-08-02 23:16:25,2025-08-02 23:16:25,To Instant Access Savings,3,0,EUR,COMPLETED,1926.06
Transfer,Deposit,2025-08-03 1:05:37,2025-08-03 1:05:37,To Instant Access Savings,1.05,0,EUR,COMPLETED,1927.11
Transfer,Deposit,2025-08-03 2:06:45,2025-08-03 2:06:45,To Instant Access Savings,3,0,EUR,COMPLETED,1930.11
Interest,Deposit,2025-08-03 4:06:07,2025-08-03 4:06:07,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1930.17
Transfer,Deposit,2025-08-03 5:16:03,2025-08-03 5:16:03,To Instant Access Savings,1.05,0,EUR,COMPLETED,1931.22
Transfer,Deposit,2025-08-03 11:34:10,2025-08-03 11:34:10,To Instant Access Savings,1.5,0,EUR,COMPLETED,1932.72
Transfer,Deposit,2025-08-03 12:18:11,2025-08-03 12:18:11,To Instant Access Savings,2.76,0,EUR,COMPLETED,1935.48
Transfer,Deposit,2025-08-03 12:20:24,2025-08-03 12:20:24,To Instant Access Savings,0.45,0,EUR,COMPLETED,1935.93
Transfer,Deposit,2025-08-03 12:29:22,2025-08-03 12:29:22,To Instant Access Savings,0.03,0,EUR,COMPLETED,1935.96
Transfer,Deposit,2025-08-03 13:01:24,2025-08-03 13:01:25,To Instant Access Savings,0.6,0,EUR,COMPLETED,1936.56
Interest,Deposit,2025-08-04 3:50:32,2025-08-04 3:50:32,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1936.62
Transfer,Deposit,2025-08-04 8:24:59,2025-08-04 8:24:59,To Instant Access Savings,2.37,0,EUR,COMPLETED,1938.99
Transfer,Deposit,2025-08-04 14:56:59,2025-08-04 14:56:59,To Instant Access Savings,0.6,0,EUR,COMPLETED,1939.59
Transfer,Deposit,2025-08-04 16:15:29,2025-08-04 16:15:29,To Instant Access Savings,1.11,0,EUR,COMPLETED,1940.7
Transfer,Deposit,2025-08-04 21:37:44,2025-08-04 21:37:44,To Instant Access Savings,0.51,0,EUR,COMPLETED,1941.21
Transfer,Deposit,2025-08-04 21:42:19,2025-08-04 21:42:19,To Instant Access Savings,1.65,0,EUR,COMPLETED,1942.86
Interest,Deposit,2025-08-05 3:51:31,2025-08-05 3:51:32,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1942.92
Interest,Deposit,2025-08-06 3:47:20,2025-08-06 3:47:20,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1942.98
Interest,Deposit,2025-08-07 3:57:55,2025-08-07 3:57:55,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1943.04
Transfer,Deposit,2025-08-07 17:11:51,2025-08-07 17:11:51,To Instant Access Savings,0.06,0,EUR,COMPLETED,1943.1
Transfer,Deposit,2025-08-07 21:46:24,2025-08-07 21:46:24,To Instant Access Savings,1.5,0,EUR,COMPLETED,1944.6
Interest,Deposit,2025-08-08 3:56:51,2025-08-08 3:56:51,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1944.66
Transfer,Deposit,2025-08-08 10:56:24,2025-08-08 10:56:24,To Instant Access Savings,20,0,EUR,COMPLETED,1964.66
Transfer,Deposit,2025-08-08 16:30:15,2025-08-08 16:30:15,To Instant Access Savings,3,0,EUR,COMPLETED,1967.66
Transfer,Deposit,2025-08-08 20:00:04,2025-08-08 20:00:04,To Instant Access Savings,3,0,EUR,COMPLETED,1970.66
Transfer,Deposit,2025-08-09 0:46:09,2025-08-09 0:46:09,To Instant Access Savings,3,0,EUR,COMPLETED,1973.66
Interest,Deposit,2025-08-09 3:47:30,2025-08-09 3:47:30,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,1973.72
Transfer,Deposit,2025-08-09 11:40:25,2025-08-09 11:40:25,To Instant Access Savings,3,0,EUR,COMPLETED,1976.72
Transfer,Deposit,2025-08-09 12:19:01,2025-08-09 12:19:01,To Instant Access Savings,2.13,0,EUR,COMPLETED,1978.85
Transfer,Deposit,2025-08-09 21:06:02,2025-08-09 21:06:02,To Instant Access Savings,1.5,0,EUR,COMPLETED,1980.35
Transfer,Deposit,2025-08-09 21:19:52,2025-08-09 21:19:53,To Instant Access Savings,3,0,EUR,COMPLETED,1983.35
Transfer,Deposit,2025-08-09 22:21:45,2025-08-09 22:21:45,To Instant Access Savings,3,0,EUR,COMPLETED,1986.35
Transfer,Deposit,2025-08-09 23:41:29,2025-08-09 23:41:29,To Instant Access Savings,3,0,EUR,COMPLETED,1989.35
Transfer,Deposit,2025-08-10 0:01:00,2025-08-10 0:01:00,To Instant Access Savings,3,0,EUR,COMPLETED,1992.35
Transfer,Deposit,2025-08-10 0:27:35,2025-08-10 0:27:35,To Instant Access Savings,3,0,EUR,COMPLETED,1995.35
Transfer,Deposit,2025-08-10 1:58:12,2025-08-10 1:58:12,To Instant Access Savings,3,0,EUR,COMPLETED,1998.35
Interest,Deposit,2025-08-10 4:06:33,2025-08-10 4:06:33,Interest earned - Instant Access Savings,0.08,0.03,EUR,COMPLETED,1998.4
Transfer,Deposit,2025-08-10 20:21:25,2025-08-10 20:21:25,To Instant Access Savings,2.79,0,EUR,COMPLETED,2001.19
Interest,Deposit,2025-08-11 4:05:56,2025-08-11 4:05:56,Interest earned - Instant Access Savings,0.09,0.02,EUR,COMPLETED,2001.26
Transfer,Deposit,2025-08-11 18:27:58,2025-08-11 18:27:58,To Instant Access Savings,1.08,0,EUR,COMPLETED,2002.34
Transfer,Deposit,2025-08-11 18:38:40,2025-08-11 18:38:41,To Instant Access Savings,1.5,0,EUR,COMPLETED,2003.84
Interest,Deposit,2025-08-12 3:57:59,2025-08-12 3:57:59,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,2003.9
Transfer,Deposit,2025-08-12 16:33:26,2025-08-12 16:33:26,To Instant Access Savings,0.06,0,EUR,COMPLETED,2003.96
Interest,Deposit,2025-08-13 3:47:56,2025-08-13 3:47:56,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,2004.02
Transfer,Deposit,2025-08-13 16:55:10,2025-08-13 16:55:10,To Instant Access Savings,2.19,0,EUR,COMPLETED,2006.21
Interest,Deposit,2025-08-14 3:53:08,2025-08-14 3:53:08,Interest earned - Instant Access Savings,0.08,0.02,EUR,COMPLETED,2006.27
Transfer,Deposit,2025-08-14 9:58:20,2025-08-14 9:58:21,To Instant Access Savings,1.59,0,EUR,COMPLETED,2007.86
Transfer,Deposit,2025-08-14 17:03:33,2025-08-14 17:03:33,To Instant Access Savings,3,0,EUR,COMPLETED,2010.86
Transfer,Deposit,2025-08-14 18:23:35,2025-08-14 18:23:35,To Instant Access Savings,3,0,EUR,COMPLETED,2013.86
Transfer,Deposit,2025-08-14 20:27:04,2025-08-14 20:27:04,To Instant Access Savings,2.4,0,EUR,COMPLETED,2016.26
Transfer,Deposit,2025-08-14 21:02:32,2025-08-14 21:02:32,To Instant Access Savings,0.3,0,EUR,COMPLETED,2016.56
Interest,Deposit,2025-08-15 4:00:55,2025-08-15 4:00:55,Interest earned - Instant Access Savings,0.09,0.02,EUR,COMPLETED,2016.63
Transfer,Deposit,2025-08-15 5:36:09,2025-08-15 5:36:09,To Instant Access Savings,1.11,0,EUR,COMPLETED,2017.74
Transfer,Deposit,2025-08-15 10:59:18,2025-08-15 10:59:18,To Instant Access Savings,20,0,EUR,COMPLETED,2037.74
