,Type,Date,Amount,Description,Labels
328,expense,2025-04-19,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
329,expense,2025-04-19,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
330,expense,2025-04-19,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
331,expense,2025-04-19,-0.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
332,expense,2025-04-19,-10.0,Alibi,['Generic']
333,expense,2025-04-18,-20.0,Ã LA VOLÃE,['Generic']
334,expense,2025-04-18,-5.0,Se.da.ste Snc,['Generic']
335,expense,2025-04-19,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
336,expense,2025-04-19,-23.0,Pizzeria Al Bunker,['Ristoranti&Delivery']
337,expense,2025-04-18,-2.99,Bird,['Movimento']
338,expense,2025-04-19,-10.9,Ok Market Millesimo,['SpesaCasa']
339,expense,2025-04-21,-0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
340,expense,2025-04-21,-0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
341,expense,2025-04-21,-0.32,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
342,expense,2025-04-21,-26.68,Pam Panorama,['SpesaCasa']
343,expense,2025-04-21,-7.7,Tabaccheria,['Fumo']
344,expense,2025-04-21,-26.01,Centro Calor,['Movimento']
345,expense,2025-04-24,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
346,expense,2025-04-24,-0.08,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
347,expense,2025-04-25,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
348,expense,2025-04-25,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
349,expense,2025-04-24,-9.99,Amazon,['AcquistiOnline']
350,expense,2025-04-25,-0.16,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
351,income,2025-04-25,1000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
352,expense,2025-04-25,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
353,expense,2025-04-25,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
354,expense,2025-04-25,-2.99,Bird,['Movimento']
355,expense,2025-04-25,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
356,expense,2025-04-25,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
357,expense,2025-04-25,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
358,expense,2025-04-25,-0.97,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
359,expense,2025-04-26,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
360,expense,2025-04-25,-2.99,Bird,['Movimento']
361,expense,2025-04-25,-16.0,Mollica,['Ristoranti&Delivery']
362,expense,2025-04-25,-8.5,Mollica,['Ristoranti&Delivery']
363,expense,2025-04-25,-4.03,Cooltra,['Movimento']
364,expense,2025-04-26,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
365,expense,2025-04-26,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
366,expense,2025-04-25,-36.84,Pam Panorama,['SpesaCasa']
367,expense,2025-04-24,-22.92,Pulled Factory,['Ristoranti&Delivery']
368,expense,2025-04-25,-15.0,Toccalmatto,['Pub&Locali&Eventi']
369,expense,2025-04-25,-5.0,Toccalmatto,['Pub&Locali&Eventi']
370,expense,2025-04-25,-35.0,Bike Cafe Srl Semplifi,['Pub&Locali&Eventi']
371,expense,2025-04-26,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
372,expense,2025-04-26,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
373,expense,2025-04-26,-2.99,Bird,['Movimento']
374,expense,2025-04-26,-19.99,Google One,['Subscriptions']
375,expense,2025-04-26,-28.0,B-evolution,['Pub&Locali&Eventi']
376,expense,2025-04-28,-0.51,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
377,expense,2025-04-29,-0.21,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
378,expense,2025-04-28,-13.49,Amazon,['AcquistiOnline']
379,expense,2025-04-29,-33.79,Pam Panorama,['SpesaCasa']
380,expense,2025-04-30,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
381,expense,2025-04-30,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
382,expense,2025-04-30,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
383,expense,2025-01-05,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
384,expense,2025-01-05,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
385,expense,2025-04-30,-2.99,Bird,['Movimento']
386,expense,2025-01-05,-0.8,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
387,expense,2025-04-30,-6.0,Istar Istanbul Kebap,['Pub&Locali&Eventi']
388,expense,2025-04-30,-10.0,Loris Caffe',['Pub&Locali&Eventi']
389,expense,2025-01-05,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
390,expense,2025-01-05,-2.99,Bird,['Movimento']
391,expense,2025-01-05,-10.0,Horas Social Food Di .,['Ristoranti&Delivery']
392,expense,2025-01-05,-21.0,Astoria,['Generic']
393,expense,2025-02-05,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
394,expense,2025-03-05,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
395,expense,2025-03-05,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
396,expense,2025-03-05,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
397,expense,2025-03-05,-0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
398,expense,2025-01-05,-71.2,Pam Panorama,['SpesaCasa']
399,expense,2025-03-05,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
400,expense,2025-02-05,-9.99,Amazon,['AcquistiOnline']
401,expense,2025-04-05,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
402,expense,2025-03-05,-15.0,Angelo Parrucchiere,['CuraPersonale']
403,expense,2025-04-05,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
404,expense,2025-04-05,-2.99,Bird,['Movimento']
405,expense,2025-03-05,-25.29,Pam Panorama,['SpesaCasa']
406,expense,2025-03-05,-41.0,Birreria Petrarca,['Pub&Locali&Eventi']
407,expense,2025-04-05,-204.0,Https://hotelvillaelia,['Generic']
408,expense,2025-06-05,-0.25,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
409,expense,2025-06-05,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
410,expense,2025-07-05,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
411,expense,2025-06-05,-9.75,Pam Panorama,['SpesaCasa']
412,expense,2025-06-05,-6.0,Tabaccheria,['Fumo']
413,expense,2025-07-05,-10.99,Amazon,['AcquistiOnline']
414,expense,2025-09-05,-0.2,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
415,expense,2025-10-05,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
416,expense,2025-09-05,-70.0,Cash withdrawal at Abi06085  Cab22371,['Giroconto']
417,expense,2025-10-05,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
418,income,2025-10-05,5.0,Revolut France succursale de Revolut Bank UAB,['Generic']
419,expense,2025-10-05,-0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
420,expense,2025-10-05,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
421,expense,2025-09-05,-9.8,A M Sani Di Mukhtar Ar,['Generic']
422,expense,2025-11-05,-0.25,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
423,expense,2025-11-05,-34.75,Pam Panorama,['SpesaCasa']
424,expense,2025-10-05,-7.7,Tabaccheria,['Fumo']
425,expense,2025-10-05,-3.5,Tabaccheria,['Fumo']
426,expense,2025-05-13,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
427,expense,2025-05-13,-7.99,Amazon,['AcquistiOnline']
428,expense,2025-05-16,-0.88,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
429,expense,2025-05-16,-0.91,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
430,expense,2025-05-17,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
431,expense,2025-05-16,-13.09,Glovo,['Ristoranti&Delivery']
432,expense,2025-05-17,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
433,expense,2025-05-16,-45.12,Pam Panorama,['SpesaCasa']
434,expense,2025-05-17,-0.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
435,expense,2025-05-17,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
436,expense,2025-05-17,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
437,expense,2025-05-17,-21.0,Maior Service,['Generic']
438,expense,2025-05-18,-0.6,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
439,expense,2025-05-17,-5.5,Procino Lucia,['Generic']
440,expense,2025-05-17,-9.9,Procino Lucia,['Generic']
441,expense,2025-05-18,-7.4,Tabaccheria,['Fumo']
442,expense,2025-05-19,-0.52,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
443,expense,2025-05-19,-4.48,Pam Panorama,['SpesaCasa']
444,expense,2025-05-20,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
445,expense,2025-05-20,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
446,expense,2025-05-20,-2.99,Bird,['Movimento']
447,expense,2025-05-20,-22.5,Open Baladin,['Pub&Locali&Eventi']
448,expense,2025-05-22,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
449,expense,2025-05-22,-17.0,The Isle Of Skye,['Generic']
450,expense,2025-05-23,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
451,expense,2025-05-23,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
452,expense,2025-05-23,-0.8,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
453,income,2025-05-23,1000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
454,expense,2025-05-23,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
455,expense,2025-05-23,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
456,expense,2025-05-24,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
457,expense,2025-05-24,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
458,expense,2025-05-23,-2.99,Bird,['Movimento']
459,expense,2025-05-24,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
460,expense,2025-05-23,-7.2,Ruatti Sara Livia,['Generic']
461,expense,2025-05-23,-5.0,La Choza Srls,['Pub&Locali&Eventi']
462,expense,2025-05-23,-21.0,La Choza Srls,['Pub&Locali&Eventi']
463,expense,2025-05-24,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
464,expense,2025-05-24,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
465,expense,2025-05-25,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
466,expense,2025-05-24,-2.99,Bird,['Movimento']
467,expense,2025-05-25,-0.18,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
468,expense,2025-05-24,-19.0,Salumerie Falchero,['Generic']
469,expense,2025-05-25,-0.08,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
470,expense,2025-05-25,-8.99,Amazon,['AcquistiOnline']
471,expense,2025-05-25,-17.82,Amazon,['AcquistiOnline']
472,expense,2025-05-23,-1.9,Gruppo Torinese Trasporti,['Movimento']
473,expense,2025-05-25,-51.92,Pam Panorama,['SpesaCasa']
474,expense,2025-05-24,-6.5,La Bomba,['Generic']
475,expense,2025-05-28,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
476,expense,2025-05-28,-0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
477,expense,2025-05-28,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
478,expense,2025-05-28,-3.0,Daz Meridiana,['Generic']
479,expense,2025-05-28,-10.0,Gruppo Negozi,['Generic']
480,expense,2025-05-28,-7.7,Roccabianca Denise,['Generic']
481,expense,2025-05-29,-0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
482,expense,2025-05-29,-0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
483,expense,2025-05-29,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
484,expense,2025-05-29,-54.0,Himi,['Ristoranti&Delivery']
485,expense,2025-05-29,-10.7,Gruppo Negozi,['Generic']
486,expense,2025-05-30,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
487,expense,2025-05-30,-0.82,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
488,expense,2025-05-31,-25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
489,expense,2025-05-30,-7.99,Amazon,['AcquistiOnline']
490,expense,2025-05-31,-10.0,To Bold Stack portfolio,['Investimenti&Risparmi']
491,expense,2025-05-29,-1.9,Gruppo Torinese Trasporti,['Movimento']
492,expense,2025-05-30,-5.18,Carrefour,['SpesaCasa']
493,expense,2025-05-31,-1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
494,expense,2025-01-06,-0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
495,expense,2025-05-31,-38.0,Officina Musicale 2.0,['Generic']
496,expense,2025-01-06,-0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
497,income,2025-01-06,104.15,Exchanged to EUR,['Giroconto']
498,expense,2025-01-06,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
499,expense,2025-01-06,-19.99,Amazon,['AcquistiOnline']
500,expense,2025-01-06,-53.0,Knet,['Movimento']
501,expense,2025-05-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
502,expense,2025-05-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
503,expense,2025-05-06,-0.09,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
504,expense,2025-05-06,-35.0,The Vaping Company,['Fumo']
505,expense,2025-05-06,-79.0,C.d.m.,['Generic']
506,expense,2025-05-06,-35.97,Pam Panorama,['SpesaCasa']
507,expense,2025-06-06,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
508,expense,2025-06-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
509,expense,2025-06-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
510,expense,2025-06-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
511,expense,2025-06-06,-2.99,Bird,['Movimento']
512,expense,2025-06-06,-3.0,Supersonic,['Ristoranti&Delivery']
513,expense,2025-06-06,-32.0,Supersonic,['Ristoranti&Delivery']
514,expense,2025-06-06,-5.0,Supersonic,['Ristoranti&Delivery']
515,expense,2025-07-06,-0.06,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
516,expense,2025-07-06,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
517,expense,2025-07-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
518,expense,2025-07-06,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
519,expense,2025-07-06,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
520,expense,2025-07-06,-7.99,Amazon,['AcquistiOnline']
521,expense,2025-07-06,-2.99,Bird,['Movimento']
522,expense,2025-08-06,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
523,expense,2025-08-06,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
524,expense,2025-08-06,-3.5,Tabaccheria,['Fumo']
525,expense,2025-07-06,-17.0,Capodoglio Murazzi,['Pub&Locali&Eventi']
526,expense,2025-07-06,-50.98,Amazon,['AcquistiOnline']
527,expense,2025-11-06,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
528,expense,2025-11-06,-24.0,Insomma,['Generic']
529,expense,2025-12-06,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
530,expense,2025-12-06,-2.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
531,expense,2025-12-06,-2.99,Bird,['Movimento']
532,expense,2025-12-06,-2.13,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
533,income,2025-12-06,25.99,Amazon,['AcquistiOnline']
534,expense,2025-12-06,-36.29,Pam Panorama,['SpesaCasa']
535,expense,2025-12-06,-46.3,pagoPA,['CasaUtenze&Tasse']
536,expense,2025-06-14,-0.06,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
537,expense,2025-06-14,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
538,expense,2025-06-14,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
539,expense,2025-06-14,-2.22,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
540,expense,2025-06-14,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
541,expense,2025-06-15,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
542,expense,2025-06-14,-30.0,Hobbista Con A,['Generic']
543,expense,2025-06-15,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
544,expense,2025-06-14,-23.98,Amazon,['AcquistiOnline']
545,expense,2025-06-15,-2.99,Bird,['Movimento']
546,expense,2025-06-14,-5.26,Carrefour,['SpesaCasa']
547,expense,2025-06-14,-26.5,The Vaping Company,['Fumo']
548,expense,2025-06-16,-2.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
549,expense,2025-06-17,-0.15,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
550,expense,2025-06-16,-12.3,Pam Panorama,['SpesaCasa']
551,expense,2025-06-17,-10.95,Amazon,['AcquistiOnline']
552,income,2025-06-19,1000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
553,expense,2025-06-19,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
554,expense,2025-06-19,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
555,expense,2025-06-19,-25.5,Pam Panorama,['SpesaCasa']
556,expense,2025-06-19,-14.5,Pincopallino,['Generic']
557,expense,2025-06-20,-2.31,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
558,expense,2025-06-20,-0.66,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
559,expense,2025-06-20,-11.78,Glovo,['Ristoranti&Delivery']
560,expense,2025-06-21,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
561,expense,2025-06-20,-25.23,Pam Panorama,['SpesaCasa']
562,expense,2025-06-21,-2.49,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
563,expense,2025-06-22,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
564,expense,2025-06-22,-2.99,Amazon,['AcquistiOnline']
565,expense,2025-06-22,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
566,expense,2025-06-22,-1.7,ITP,['Generic']
567,expense,2025-06-22,-0.9,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
568,expense,2025-06-22,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
569,expense,2025-06-22,-280.0,Sky Dream Center Scuol,['Generic']
570,expense,2025-06-21,-28.17,Pam Panorama,['SpesaCasa']
571,expense,2025-06-23,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
572,expense,2025-06-23,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
573,expense,2025-06-23,-2.99,Bird,['Movimento']
574,expense,2025-06-24,-0.75,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
575,expense,2025-06-23,-1.9,Gruppo Torinese Trasporti,['Movimento']
576,expense,2025-06-24,-12.75,Pam Panorama,['SpesaCasa']
577,expense,2025-06-25,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
578,expense,2025-06-25,-0.36,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
579,expense,2025-06-25,-40.88,Superstruct Merchandis,['Generic']
580,expense,2025-06-25,-27.0,The Vaping Company,['Fumo']
581,expense,2025-06-26,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
582,expense,2025-06-26,-2.99,Bird,['Movimento']
583,expense,2025-06-27,-1.68,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
584,expense,2025-06-27,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
585,expense,2025-06-27,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
586,expense,2025-06-27,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
587,expense,2025-06-27,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
588,expense,2025-06-28,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
589,expense,2025-06-28,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
590,expense,2025-06-27,-2.99,Bird,['Movimento']
591,expense,2025-06-27,-20.5,Oh Crispa,['Ristoranti&Delivery']
592,expense,2025-06-28,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
593,expense,2025-06-27,-26.44,Pam Panorama,['SpesaCasa']
594,expense,2025-06-28,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
595,expense,2025-06-27,-10.0,Toccalmatto,['Pub&Locali&Eventi']
596,expense,2025-06-27,-15.0,Capodoglio Murazzi,['Pub&Locali&Eventi']
597,expense,2025-06-28,-1.05,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
598,expense,2025-06-28,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
599,expense,2025-06-28,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
600,expense,2025-06-28,-2.99,Bird,['Movimento']
601,expense,2025-06-29,-1.29,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
602,expense,2025-06-29,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
603,income,2025-01-01,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
604,income,2025-01-01,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
605,income,2025-01-01,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
606,income,2025-02-01,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
